Problem:    pfsp
Rows:       18061
Columns:    2071 (1770 integer, 1770 binary)
Non-zeros:  53761
Status:     INTEGER UNDEFINED
Objective:  makespan = 0 (MINimum)

   No.   Row name        Activity     Lower bound   Upper bound
------ ------------    ------------- ------------- -------------
     1 makespan                    0                             
  6285 rest3[50,21,4]
                                   0            44               
  6286 rest3[50,21,5]
                                   0            12               
  6287 rest3[50,22,1]
                                   0            84               
  6288 rest3[50,22,2]
                                   0            48               
  6289 rest3[50,22,3]
                                   0            36               
  6290 rest3[50,22,4]
                                   0            44               
  6291 rest3[50,22,5]
                                   0            12               
  6292 rest3[50,23,1]
                                   0            84               
  6293 rest3[50,23,2]
                                   0            48               
  6294 rest3[50,23,3]
                                   0            36               
  6295 rest3[50,23,4]
                                   0            44               
  6296 rest3[50,23,5]
                                   0            12               
  6297 rest3[50,24,1]
                                   0            84               
  6298 rest3[50,24,2]
                                   0            48               
  6299 rest3[50,24,3]
                                   0            36               
  6300 rest3[50,24,4]
                                   0            44               
  6301 rest3[50,24,5]
                                   0            12               
  6302 rest3[50,25,1]
                                   0            84               
  6303 rest3[50,25,2]
                                   0            48               
  6304 rest3[50,25,3]
                                   0            36               
  6305 rest3[50,25,4]
                                   0            44               
  6306 rest3[50,25,5]
                                   0            12               
  6307 rest3[50,26,1]
                                   0            84               
  6308 rest3[50,26,2]
                                   0            48               
  6309 rest3[50,26,3]
                                   0            36               
  6310 rest3[50,26,4]
                                   0            44               
  6311 rest3[50,26,5]
                                   0            12               
  6312 rest3[50,27,1]
                                   0            84               
  6313 rest3[50,27,2]
                                   0            48               
  6314 rest3[50,27,3]
                                   0            36               
  6315 rest3[50,27,4]
                                   0            44               
  6316 rest3[50,27,5]
                                   0            12               
  6317 rest3[50,28,1]
                                   0            84               
  6318 rest3[50,28,2]
                                   0            48               
  6319 rest3[50,28,3]
                                   0            36               
  6320 rest3[50,28,4]
                                   0            44               
  6321 rest3[50,28,5]
                                   0            12               
  6322 rest3[50,29,1]
                                   0            84               
  6323 rest3[50,29,2]
                                   0            48               
  6324 rest3[50,29,3]
                                   0            36               
  6325 rest3[50,29,4]
                                   0            44               
  6326 rest3[50,29,5]
                                   0            12               
  6327 rest3[50,30,1]
                                   0            84               
  6328 rest3[50,30,2]
                                   0            48               
  6329 rest3[50,30,3]
                                   0            36               
  6330 rest3[50,30,4]
                                   0            44               
  6331 rest3[50,30,5]
                                   0            12               
  6332 rest3[50,31,1]
                                   0            84               
  6333 rest3[50,31,2]
                                   0            48               
  6334 rest3[50,31,3]
                                   0            36               
  6335 rest3[50,31,4]
                                   0            44               
  6336 rest3[50,31,5]
                                   0            12               
  6337 rest3[50,32,1]
                                   0            84               
  6338 rest3[50,32,2]
                                   0            48               
  6339 rest3[50,32,3]
                                   0            36               
  6340 rest3[50,32,4]
                                   0            44               
  6341 rest3[50,32,5]
                                   0            12               
  6342 rest3[50,33,1]
                                   0            84               
  6343 rest3[50,33,2]
                                   0            48               
  6344 rest3[50,33,3]
                                   0            36               
  6345 rest3[50,33,4]
                                   0            44               
  6346 rest3[50,33,5]
                                   0            12               
  6347 rest3[50,34,1]
                                   0            84               
  6348 rest3[50,34,2]
                                   0            48               
  6349 rest3[50,34,3]
                                   0            36               
  6350 rest3[50,34,4]
                                   0            44               
  6351 rest3[50,34,5]
                                   0            12               
  6352 rest3[50,35,1]
                                   0            84               
  6353 rest3[50,35,2]
                                   0            48               
  6354 rest3[50,35,3]
                                   0            36               
  6355 rest3[50,35,4]
                                   0            44               
  6356 rest3[50,35,5]
                                   0            12               
  6357 rest3[50,36,1]
                                   0            84               
  6358 rest3[50,36,2]
                                   0            48               
  6359 rest3[50,36,3]
                                   0            36               
  6360 rest3[50,36,4]
                                   0            44               
  6361 rest3[50,36,5]
                                   0            12               
  6362 rest3[50,37,1]
                                   0            84               
  6363 rest3[50,37,2]
                                   0            48               
  6364 rest3[50,37,3]
                                   0            36               
  6365 rest3[50,37,4]
                                   0            44               
  6366 rest3[50,37,5]
                                   0            12               
  6367 rest3[50,38,1]
                                   0            84               
  6368 rest3[50,38,2]
                                   0            48               
  6369 rest3[50,38,3]
                                   0            36               
  6370 rest3[50,38,4]
                                   0            44               
  6371 rest3[50,38,5]
                                   0            12               
  6372 rest3[50,39,1]
                                   0            84               
  6373 rest3[50,39,2]
                                   0            48               
  6374 rest3[50,39,3]
                                   0            36               
  6375 rest3[50,39,4]
                                   0            44               
  6376 rest3[50,39,5]
                                   0            12               
  6377 rest3[50,40,1]
                                   0            84               
  6378 rest3[50,40,2]
                                   0            48               
  6379 rest3[50,40,3]
                                   0            36               
  6380 rest3[50,40,4]
                                   0            44               
  6381 rest3[50,40,5]
                                   0            12               
  6382 rest3[50,41,1]
                                   0            84               
  6383 rest3[50,41,2]
                                   0            48               
  6384 rest3[50,41,3]
                                   0            36               
  6385 rest3[50,41,4]
                                   0            44               
  6386 rest3[50,41,5]
                                   0            12               
  6387 rest3[50,42,1]
                                   0            84               
  6388 rest3[50,42,2]
                                   0            48               
  6389 rest3[50,42,3]
                                   0            36               
  6390 rest3[50,42,4]
                                   0            44               
  6391 rest3[50,42,5]
                                   0            12               
  6392 rest3[50,43,1]
                                   0            84               
  6393 rest3[50,43,2]
                                   0            48               
  6394 rest3[50,43,3]
                                   0            36               
  6395 rest3[50,43,4]
                                   0            44               
  6396 rest3[50,43,5]
                                   0            12               
  6397 rest3[50,44,1]
                                   0            84               
  6398 rest3[50,44,2]
                                   0            48               
  6399 rest3[50,44,3]
                                   0            36               
  6400 rest3[50,44,4]
                                   0            44               
  6401 rest3[50,44,5]
                                   0            12               
  6402 rest3[50,45,1]
                                   0            84               
  6403 rest3[50,45,2]
                                   0            48               
  6404 rest3[50,45,3]
                                   0            36               
  6405 rest3[50,45,4]
                                   0            44               
  6406 rest3[50,45,5]
                                   0            12               
  6407 rest3[50,46,1]
                                   0            84               
  6408 rest3[50,46,2]
                                   0            48               
  6409 rest3[50,46,3]
                                   0            36               
  6410 rest3[50,46,4]
                                   0            44               
  6411 rest3[50,46,5]
                                   0            12               
  6412 rest3[50,47,1]
                                   0            84               
  6413 rest3[50,47,2]
                                   0            48               
  6414 rest3[50,47,3]
                                   0            36               
  6415 rest3[50,47,4]
                                   0            44               
  6416 rest3[50,47,5]
                                   0            12               
  6417 rest3[50,48,1]
                                   0            84               
  6418 rest3[50,48,2]
                                   0            48               
  6419 rest3[50,48,3]
                                   0            36               
  6420 rest3[50,48,4]
                                   0            44               
  6421 rest3[50,48,5]
                                   0            12               
  6422 rest3[50,49,1]
                                   0            84               
  6423 rest3[50,49,2]
                                   0            48               
  6424 rest3[50,49,3]
                                   0            36               
  6425 rest3[50,49,4]
                                   0            44               
  6426 rest3[50,49,5]
                                   0            12               
  6427 rest3[51,1,1]
                                   0            78               
  6428 rest3[51,1,2]
                                   0            89               
  6429 rest3[51,1,3]
                                   0            34               
  6430 rest3[51,1,4]
                                   0            74               
  6431 rest3[51,1,5]
                                   0             4               
  6432 rest3[51,2,1]
                                   0            78               
  6433 rest3[51,2,2]
                                   0            89               
  6434 rest3[51,2,3]
                                   0            34               
  6435 rest3[51,2,4]
                                   0            74               
  6436 rest3[51,2,5]
                                   0             4               
  6437 rest3[51,3,1]
                                   0            78               
  6438 rest3[51,3,2]
                                   0            89               
  6439 rest3[51,3,3]
                                   0            34               
  6440 rest3[51,3,4]
                                   0            74               
  6441 rest3[51,3,5]
                                   0             4               
  6442 rest3[51,4,1]
                                   0            78               
  6443 rest3[51,4,2]
                                   0            89               
  6444 rest3[51,4,3]
                                   0            34               
  6445 rest3[51,4,4]
                                   0            74               
  6446 rest3[51,4,5]
                                   0             4               
  6447 rest3[51,5,1]
                                   0            78               
  6448 rest3[51,5,2]
                                   0            89               
  6449 rest3[51,5,3]
                                   0            34               
  6450 rest3[51,5,4]
                                   0            74               
  6451 rest3[51,5,5]
                                   0             4               
  6452 rest3[51,6,1]
                                   0            78               
  6453 rest3[51,6,2]
                                   0            89               
  6454 rest3[51,6,3]
                                   0            34               
  6455 rest3[51,6,4]
                                   0            74               
  6456 rest3[51,6,5]
                                   0             4               
  6457 rest3[51,7,1]
                                   0            78               
  6458 rest3[51,7,2]
                                   0            89               
  6459 rest3[51,7,3]
                                   0            34               
  6460 rest3[51,7,4]
                                   0            74               
  6461 rest3[51,7,5]
                                   0             4               
  6462 rest3[51,8,1]
                                   0            78               
  6463 rest3[51,8,2]
                                   0            89               
  6464 rest3[51,8,3]
                                   0            34               
  6465 rest3[51,8,4]
                                   0            74               
  6466 rest3[51,8,5]
                                   0             4               
  6467 rest3[51,9,1]
                                   0            78               
  6468 rest3[51,9,2]
                                   0            89               
  6469 rest3[51,9,3]
                                   0            34               
  6470 rest3[51,9,4]
                                   0            74               
  6471 rest3[51,9,5]
                                   0             4               
  6472 rest3[51,10,1]
                                   0            78               
  6473 rest3[51,10,2]
                                   0            89               
  6474 rest3[51,10,3]
                                   0            34               
  6475 rest3[51,10,4]
                                   0            74               
  6476 rest3[51,10,5]
                                   0             4               
  6477 rest3[51,11,1]
                                   0            78               
  6478 rest3[51,11,2]
                                   0            89               
  6479 rest3[51,11,3]
                                   0            34               
  6480 rest3[51,11,4]
                                   0            74               
  6481 rest3[51,11,5]
                                   0             4               
  6482 rest3[51,12,1]
                                   0            78               
  6483 rest3[51,12,2]
                                   0            89               
  6484 rest3[51,12,3]
                                   0            34               
  6485 rest3[51,12,4]
                                   0            74               
  6486 rest3[51,12,5]
                                   0             4               
  6487 rest3[51,13,1]
                                   0            78               
  6488 rest3[51,13,2]
                                   0            89               
  6489 rest3[51,13,3]
                                   0            34               
  6490 rest3[51,13,4]
                                   0            74               
  6491 rest3[51,13,5]
                                   0             4               
  6492 rest3[51,14,1]
                                   0            78               
  6493 rest3[51,14,2]
                                   0            89               
  6494 rest3[51,14,3]
                                   0            34               
  6495 rest3[51,14,4]
                                   0            74               
  6496 rest3[51,14,5]
                                   0             4               
  6497 rest3[51,15,1]
                                   0            78               
  6498 rest3[51,15,2]
                                   0            89               
  6499 rest3[51,15,3]
                                   0            34               
  6500 rest3[51,15,4]
                                   0            74               
  6501 rest3[51,15,5]
                                   0             4               
  6502 rest3[51,16,1]
                                   0            78               
  6503 rest3[51,16,2]
                                   0            89               
  6504 rest3[51,16,3]
                                   0            34               
  6505 rest3[51,16,4]
                                   0            74               
  6506 rest3[51,16,5]
                                   0             4               
  6507 rest3[51,17,1]
                                   0            78               
  6508 rest3[51,17,2]
                                   0            89               
  6509 rest3[51,17,3]
                                   0            34               
  6510 rest3[51,17,4]
                                   0            74               
  6511 rest3[51,17,5]
                                   0             4               
  6512 rest3[51,18,1]
                                   0            78               
  6513 rest3[51,18,2]
                                   0            89               
  6514 rest3[51,18,3]
                                   0            34               
  6515 rest3[51,18,4]
                                   0            74               
  6516 rest3[51,18,5]
                                   0             4               
  6517 rest3[51,19,1]
                                   0            78               
  6518 rest3[51,19,2]
                                   0            89               
  6519 rest3[51,19,3]
                                   0            34               
  6520 rest3[51,19,4]
                                   0            74               
  6521 rest3[51,19,5]
                                   0             4               
  6522 rest3[51,20,1]
                                   0            78               
  6523 rest3[51,20,2]
                                   0            89               
  6524 rest3[51,20,3]
                                   0            34               
  6525 rest3[51,20,4]
                                   0            74               
  6526 rest3[51,20,5]
                                   0             4               
  6527 rest3[51,21,1]
                                   0            78               
  6528 rest3[51,21,2]
                                   0            89               
  6529 rest3[51,21,3]
                                   0            34               
  6530 rest3[51,21,4]
                                   0            74               
  6531 rest3[51,21,5]
                                   0             4               
  6532 rest3[51,22,1]
                                   0            78               
  6533 rest3[51,22,2]
                                   0            89               
  6534 rest3[51,22,3]
                                   0            34               
  6535 rest3[51,22,4]
                                   0            74               
  6536 rest3[51,22,5]
                                   0             4               
  6537 rest3[51,23,1]
                                   0            78               
  6538 rest3[51,23,2]
                                   0            89               
  6539 rest3[51,23,3]
                                   0            34               
  6540 rest3[51,23,4]
                                   0            74               
  6541 rest3[51,23,5]
                                   0             4               
  6542 rest3[51,24,1]
                                   0            78               
  6543 rest3[51,24,2]
                                   0            89               
  6544 rest3[51,24,3]
                                   0            34               
  6545 rest3[51,24,4]
                                   0            74               
  6546 rest3[51,24,5]
                                   0             4               
  6547 rest3[51,25,1]
                                   0            78               
  6548 rest3[51,25,2]
                                   0            89               
  6549 rest3[51,25,3]
                                   0            34               
  6550 rest3[51,25,4]
                                   0            74               
  6551 rest3[51,25,5]
                                   0             4               
  6552 rest3[51,26,1]
                                   0            78               
  6553 rest3[51,26,2]
                                   0            89               
  6554 rest3[51,26,3]
                                   0            34               
  6555 rest3[51,26,4]
                                   0            74               
  6556 rest3[51,26,5]
                                   0             4               
  6557 rest3[51,27,1]
                                   0            78               
  6558 rest3[51,27,2]
                                   0            89               
  6559 rest3[51,27,3]
                                   0            34               
  6560 rest3[51,27,4]
                                   0            74               
  6561 rest3[51,27,5]
                                   0             4               
  6562 rest3[51,28,1]
                                   0            78               
  6563 rest3[51,28,2]
                                   0            89               
  6564 rest3[51,28,3]
                                   0            34               
  6565 rest3[51,28,4]
                                   0            74               
  6566 rest3[51,28,5]
                                   0             4               
  6567 rest3[51,29,1]
                                   0            78               
  6568 rest3[51,29,2]
                                   0            89               
  6569 rest3[51,29,3]
                                   0            34               
  6570 rest3[51,29,4]
                                   0            74               
  6571 rest3[51,29,5]
                                   0             4               
  6572 rest3[51,30,1]
                                   0            78               
  6573 rest3[51,30,2]
                                   0            89               
  6574 rest3[51,30,3]
                                   0            34               
  6575 rest3[51,30,4]
                                   0            74               
  6576 rest3[51,30,5]
                                   0             4               
  6577 rest3[51,31,1]
                                   0            78               
  6578 rest3[51,31,2]
                                   0            89               
  6579 rest3[51,31,3]
                                   0            34               
  6580 rest3[51,31,4]
                                   0            74               
  6581 rest3[51,31,5]
                                   0             4               
  6582 rest3[51,32,1]
                                   0            78               
  6583 rest3[51,32,2]
                                   0            89               
  6584 rest3[51,32,3]
                                   0            34               
  6585 rest3[51,32,4]
                                   0            74               
  6586 rest3[51,32,5]
                                   0             4               
  6587 rest3[51,33,1]
                                   0            78               
  6588 rest3[51,33,2]
                                   0            89               
  6589 rest3[51,33,3]
                                   0            34               
  6590 rest3[51,33,4]
                                   0            74               
  6591 rest3[51,33,5]
                                   0             4               
  6592 rest3[51,34,1]
                                   0            78               
  6593 rest3[51,34,2]
                                   0            89               
  6594 rest3[51,34,3]
                                   0            34               
  6595 rest3[51,34,4]
                                   0            74               
  6596 rest3[51,34,5]
                                   0             4               
  6597 rest3[51,35,1]
                                   0            78               
  6598 rest3[51,35,2]
                                   0            89               
  6599 rest3[51,35,3]
                                   0            34               
  6600 rest3[51,35,4]
                                   0            74               
  6601 rest3[51,35,5]
                                   0             4               
  6602 rest3[51,36,1]
                                   0            78               
  6603 rest3[51,36,2]
                                   0            89               
  6604 rest3[51,36,3]
                                   0            34               
  6605 rest3[51,36,4]
                                   0            74               
  6606 rest3[51,36,5]
                                   0             4               
  6607 rest3[51,37,1]
                                   0            78               
  6608 rest3[51,37,2]
                                   0            89               
  6609 rest3[51,37,3]
                                   0            34               
  6610 rest3[51,37,4]
                                   0            74               
  6611 rest3[51,37,5]
                                   0             4               
  6612 rest3[51,38,1]
                                   0            78               
  6613 rest3[51,38,2]
                                   0            89               
  6614 rest3[51,38,3]
                                   0            34               
  6615 rest3[51,38,4]
                                   0            74               
  6616 rest3[51,38,5]
                                   0             4               
  6617 rest3[51,39,1]
                                   0            78               
  6618 rest3[51,39,2]
                                   0            89               
  6619 rest3[51,39,3]
                                   0            34               
  6620 rest3[51,39,4]
                                   0            74               
  6621 rest3[51,39,5]
                                   0             4               
  6622 rest3[51,40,1]
                                   0            78               
  6623 rest3[51,40,2]
                                   0            89               
  6624 rest3[51,40,3]
                                   0            34               
  6625 rest3[51,40,4]
                                   0            74               
  6626 rest3[51,40,5]
                                   0             4               
  6627 rest3[51,41,1]
                                   0            78               
  6628 rest3[51,41,2]
                                   0            89               
  6629 rest3[51,41,3]
                                   0            34               
  6630 rest3[51,41,4]
                                   0            74               
  6631 rest3[51,41,5]
                                   0             4               
  6632 rest3[51,42,1]
                                   0            78               
  6633 rest3[51,42,2]
                                   0            89               
  6634 rest3[51,42,3]
                                   0            34               
  6635 rest3[51,42,4]
                                   0            74               
  6636 rest3[51,42,5]
                                   0             4               
  6637 rest3[51,43,1]
                                   0            78               
  6638 rest3[51,43,2]
                                   0            89               
  6639 rest3[51,43,3]
                                   0            34               
  6640 rest3[51,43,4]
                                   0            74               
  6641 rest3[51,43,5]
                                   0             4               
  6642 rest3[51,44,1]
                                   0            78               
  6643 rest3[51,44,2]
                                   0            89               
  6644 rest3[51,44,3]
                                   0            34               
  6645 rest3[51,44,4]
                                   0            74               
  6646 rest3[51,44,5]
                                   0             4               
  6647 rest3[51,45,1]
                                   0            78               
  6648 rest3[51,45,2]
                                   0            89               
  6649 rest3[51,45,3]
                                   0            34               
  6650 rest3[51,45,4]
                                   0            74               
  6651 rest3[51,45,5]
                                   0             4               
  6652 rest3[51,46,1]
                                   0            78               
  6653 rest3[51,46,2]
                                   0            89               
  6654 rest3[51,46,3]
                                   0            34               
  6655 rest3[51,46,4]
                                   0            74               
  6656 rest3[51,46,5]
                                   0             4               
  6657 rest3[51,47,1]
                                   0            78               
  6658 rest3[51,47,2]
                                   0            89               
  6659 rest3[51,47,3]
                                   0            34               
  6660 rest3[51,47,4]
                                   0            74               
  6661 rest3[51,47,5]
                                   0             4               
  6662 rest3[51,48,1]
                                   0            78               
  6663 rest3[51,48,2]
                                   0            89               
  6664 rest3[51,48,3]
                                   0            34               
  6665 rest3[51,48,4]
                                   0            74               
  6666 rest3[51,48,5]
                                   0             4               
  6667 rest3[51,49,1]
                                   0            78               
  6668 rest3[51,49,2]
                                   0            89               
  6669 rest3[51,49,3]
                                   0            34               
  6670 rest3[51,49,4]
                                   0            74               
  6671 rest3[51,49,5]
                                   0             4               
  6672 rest3[51,50,1]
                                   0            78               
  6673 rest3[51,50,2]
                                   0            89               
  6674 rest3[51,50,3]
                                   0            34               
  6675 rest3[51,50,4]
                                   0            74               
  6676 rest3[51,50,5]
                                   0             4               
  6677 rest3[52,1,1]
                                   0            72               
  6678 rest3[52,1,2]
                                   0            29               
  6679 rest3[52,1,3]
                                   0            21               
  6680 rest3[52,1,4]
                                   0            35               
  6681 rest3[52,1,5]
                                   0            18               
  6682 rest3[52,2,1]
                                   0            72               
  6683 rest3[52,2,2]
                                   0            29               
  6684 rest3[52,2,3]
                                   0            21               
  6685 rest3[52,2,4]
                                   0            35               
  6686 rest3[52,2,5]
                                   0            18               
  6687 rest3[52,3,1]
                                   0            72               
  6688 rest3[52,3,2]
                                   0            29               
  6689 rest3[52,3,3]
                                   0            21               
  6690 rest3[52,3,4]
                                   0            35               
  6691 rest3[52,3,5]
                                   0            18               
  6692 rest3[52,4,1]
                                   0            72               
  6693 rest3[52,4,2]
                                   0            29               
  6694 rest3[52,4,3]
                                   0            21               
  6695 rest3[52,4,4]
                                   0            35               
  6696 rest3[52,4,5]
                                   0            18               
  6697 rest3[52,5,1]
                                   0            72               
  6698 rest3[52,5,2]
                                   0            29               
  6699 rest3[52,5,3]
                                   0            21               
  6700 rest3[52,5,4]
                                   0            35               
  6701 rest3[52,5,5]
                                   0            18               
  6702 rest3[52,6,1]
                                   0            72               
  6703 rest3[52,6,2]
                                   0            29               
  6704 rest3[52,6,3]
                                   0            21               
  6705 rest3[52,6,4]
                                   0            35               
  6706 rest3[52,6,5]
                                   0            18               
  6707 rest3[52,7,1]
                                   0            72               
  6708 rest3[52,7,2]
                                   0            29               
  6709 rest3[52,7,3]
                                   0            21               
  6710 rest3[52,7,4]
                                   0            35               
  6711 rest3[52,7,5]
                                   0            18               
  6712 rest3[52,8,1]
                                   0            72               
  6713 rest3[52,8,2]
                                   0            29               
  6714 rest3[52,8,3]
                                   0            21               
  6715 rest3[52,8,4]
                                   0            35               
  6716 rest3[52,8,5]
                                   0            18               
  6717 rest3[52,9,1]
                                   0            72               
  6718 rest3[52,9,2]
                                   0            29               
  6719 rest3[52,9,3]
                                   0            21               
  6720 rest3[52,9,4]
                                   0            35               
  6721 rest3[52,9,5]
                                   0            18               
  6722 rest3[52,10,1]
                                   0            72               
  6723 rest3[52,10,2]
                                   0            29               
  6724 rest3[52,10,3]
                                   0            21               
  6725 rest3[52,10,4]
                                   0            35               
  6726 rest3[52,10,5]
                                   0            18               
  6727 rest3[52,11,1]
                                   0            72               
  6728 rest3[52,11,2]
                                   0            29               
  6729 rest3[52,11,3]
                                   0            21               
  6730 rest3[52,11,4]
                                   0            35               
  6731 rest3[52,11,5]
                                   0            18               
  6732 rest3[52,12,1]
                                   0            72               
  6733 rest3[52,12,2]
                                   0            29               
  6734 rest3[52,12,3]
                                   0            21               
  6735 rest3[52,12,4]
                                   0            35               
  6736 rest3[52,12,5]
                                   0            18               
  6737 rest3[52,13,1]
                                   0            72               
  6738 rest3[52,13,2]
                                   0            29               
  6739 rest3[52,13,3]
                                   0            21               
  6740 rest3[52,13,4]
                                   0            35               
  6741 rest3[52,13,5]
                                   0            18               
  6742 rest3[52,14,1]
                                   0            72               
  6743 rest3[52,14,2]
                                   0            29               
  6744 rest3[52,14,3]
                                   0            21               
  6745 rest3[52,14,4]
                                   0            35               
  6746 rest3[52,14,5]
                                   0            18               
  6747 rest3[52,15,1]
                                   0            72               
  6748 rest3[52,15,2]
                                   0            29               
  6749 rest3[52,15,3]
                                   0            21               
  6750 rest3[52,15,4]
                                   0            35               
  6751 rest3[52,15,5]
                                   0            18               
  6752 rest3[52,16,1]
                                   0            72               
  6753 rest3[52,16,2]
                                   0            29               
  6754 rest3[52,16,3]
                                   0            21               
  6755 rest3[52,16,4]
                                   0            35               
  6756 rest3[52,16,5]
                                   0            18               
  6757 rest3[52,17,1]
                                   0            72               
  6758 rest3[52,17,2]
                                   0            29               
  6759 rest3[52,17,3]
                                   0            21               
  6760 rest3[52,17,4]
                                   0            35               
  6761 rest3[52,17,5]
                                   0            18               
  6762 rest3[52,18,1]
                                   0            72               
  6763 rest3[52,18,2]
                                   0            29               
  6764 rest3[52,18,3]
                                   0            21               
  6765 rest3[52,18,4]
                                   0            35               
  6766 rest3[52,18,5]
                                   0            18               
  6767 rest3[52,19,1]
                                   0            72               
  6768 rest3[52,19,2]
                                   0            29               
  6769 rest3[52,19,3]
                                   0            21               
  6770 rest3[52,19,4]
                                   0            35               
  6771 rest3[52,19,5]
                                   0            18               
  6772 rest3[52,20,1]
                                   0            72               
  6773 rest3[52,20,2]
                                   0            29               
  6774 rest3[52,20,3]
                                   0            21               
  6775 rest3[52,20,4]
                                   0            35               
  6776 rest3[52,20,5]
                                   0            18               
  6777 rest3[52,21,1]
                                   0            72               
  6778 rest3[52,21,2]
                                   0            29               
  6779 rest3[52,21,3]
                                   0            21               
  6780 rest3[52,21,4]
                                   0            35               
  6781 rest3[52,21,5]
                                   0            18               
  6782 rest3[52,22,1]
                                   0            72               
  6783 rest3[52,22,2]
                                   0            29               
  6784 rest3[52,22,3]
                                   0            21               
  6785 rest3[52,22,4]
                                   0            35               
  6786 rest3[52,22,5]
                                   0            18               
  6787 rest3[52,23,1]
                                   0            72               
  6788 rest3[52,23,2]
                                   0            29               
  6789 rest3[52,23,3]
                                   0            21               
  6790 rest3[52,23,4]
                                   0            35               
  6791 rest3[52,23,5]
                                   0            18               
  6792 rest3[52,24,1]
                                   0            72               
  6793 rest3[52,24,2]
                                   0            29               
  6794 rest3[52,24,3]
                                   0            21               
  6795 rest3[52,24,4]
                                   0            35               
  6796 rest3[52,24,5]
                                   0            18               
  6797 rest3[52,25,1]
                                   0            72               
