Problem:    pfsp
Rows:       8021
Columns:    591 (190 integer, 190 binary)
Non-zeros:  23621
Status:     INTEGER NON-OPTIMAL
Objective:  makespan = 2837 (MINimum)

   No.   Row name        Activity     Lower bound   Upper bound
------ ------------    ------------- ------------- -------------
     1 makespan                 2837                             
  1507 rest3[12,1,6]
                                 577            31               
  1508 rest3[12,1,7]
                                 663            13               
  1509 rest3[12,1,8]
                                 597            64               
  1510 rest3[12,1,9]
                                 497            26               
  1511 rest3[12,1,10]
                                 498            33               
  1512 rest3[12,1,11]
                                 563            27               
  1513 rest3[12,1,12]
                                 554            52               
  1514 rest3[12,1,13]
                                 529            77               
  1515 rest3[12,1,14]
                                 444            16               
  1516 rest3[12,1,15]
                                 549            28               
  1517 rest3[12,1,16]
                                 444            30               
  1518 rest3[12,1,17]
                                 442            51               
  1519 rest3[12,1,18]
                                 440             1               
  1520 rest3[12,1,19]
                                 353            39               
  1521 rest3[12,1,20]
                                 319            80               
  1522 rest3[12,2,1]
                               99463             7               
  1523 rest3[12,2,2]
                               99377            91               
  1524 rest3[12,2,3]
                               99185            16               
  1525 rest3[12,2,4]
                               99206            18               
  1526 rest3[12,2,5]
                               99145            33               
  1527 rest3[12,2,6]
                               99133            31               
  1528 rest3[12,2,7]
                               99116            13               
  1529 rest3[12,2,8]
                               99037            64               
  1530 rest3[12,2,9]
                               98974            26               
  1531 rest3[12,2,10]
                               99017            33               
  1532 rest3[12,2,11]
                               98943            27               
  1533 rest3[12,2,12]
                               98916            52               
  1534 rest3[12,2,13]
                               98725            77               
  1535 rest3[12,2,14]
                               98678            16               
  1536 rest3[12,2,15]
                               98720            28               
  1537 rest3[12,2,16]
                               98682            30               
  1538 rest3[12,2,17]
                               99313            51               
  1539 rest3[12,2,18]
                               99304             1               
  1540 rest3[12,2,19]
                               99374            39               
  1541 rest3[12,2,20]
                               99271            80               
  1542 rest3[12,3,1]
                                 345             7               
  1543 rest3[12,3,2]
                                 331            91               
  1544 rest3[12,3,3]
                                 488            16               
  1545 rest3[12,3,4]
                                 466            18               
  1546 rest3[12,3,5]
                                 399            33               
  1547 rest3[12,3,6]
                                 534            31               
  1548 rest3[12,3,7]
                                 527            13               
  1549 rest3[12,3,8]
                                 470            64               
  1550 rest3[12,3,9]
                                 469            26               
  1551 rest3[12,3,10]
                                 491            33               
  1552 rest3[12,3,11]
                                 472            27               
  1553 rest3[12,3,12]
                                 541            52               
  1554 rest3[12,3,13]
                                 454            77               
  1555 rest3[12,3,14]
                                 419            16               
  1556 rest3[12,3,15]
                                 435            28               
  1557 rest3[12,3,16]
                                 376            30               
  1558 rest3[12,3,17]
                                 336            51               
  1559 rest3[12,3,18]
                                 365             1               
  1560 rest3[12,3,19]
                                 329            39               
  1561 rest3[12,3,20]
                                 301            80               
  1562 rest3[12,4,1]
                                 249             7               
  1563 rest3[12,4,2]
                                 312            91               
  1564 rest3[12,4,3]
                                 389            16               
  1565 rest3[12,4,4]
                                 444            18               
  1566 rest3[12,4,5]
                                 376            33               
  1567 rest3[12,4,6]
                                 460            31               
  1568 rest3[12,4,7]
                                 454            13               
  1569 rest3[12,4,8]
                                 402            64               
  1570 rest3[12,4,9]
                                 377            26               
  1571 rest3[12,4,10]
                                 441            33               
  1572 rest3[12,4,11]
                                 433            27               
  1573 rest3[12,4,12]
                                 486            52               
  1574 rest3[12,4,13]
                                 399            77               
  1575 rest3[12,4,14]
                                 403            16               
  1576 rest3[12,4,15]
                                 378            28               
  1577 rest3[12,4,16]
                                 279            30               
  1578 rest3[12,4,17]
                                 267            51               
  1579 rest3[12,4,18]
                                 267             1               
  1580 rest3[12,4,19]
                                 264            39               
  1581 rest3[12,4,20]
                                 240            80               
  1582 rest3[12,5,1]
                                 169             7               
  1583 rest3[12,5,2]
                                 311            91               
  1584 rest3[12,5,3]
                                 365            16               
  1585 rest3[12,5,4]
                                 398            18               
  1586 rest3[12,5,5]
                                 361            33               
  1587 rest3[12,5,6]
                                 387            31               
  1588 rest3[12,5,7]
                                 381            13               
  1589 rest3[12,5,8]
                                 377            64               
  1590 rest3[12,5,9]
                                 290            26               
  1591 rest3[12,5,10]
                                 404            33               
  1592 rest3[12,5,11]
                                 427            27               
  1593 rest3[12,5,12]
                                 414            52               
  1594 rest3[12,5,13]
                                 316            77               
  1595 rest3[12,5,14]
                                 306            16               
  1596 rest3[12,5,15]
                                 324            28               
  1597 rest3[12,5,16]
                                 238            30               
  1598 rest3[12,5,17]
                                 261            51               
  1599 rest3[12,5,18]
                                 249             1               
  1600 rest3[12,5,19]
                                 254            39               
  1601 rest3[12,5,20]
                                 231            80               
  1602 rest3[12,6,1]
                                   7             7               
  1603 rest3[12,6,2]
                                  91            91               
  1604 rest3[12,6,3]
                                  16            16               
  1605 rest3[12,6,4]
                                  18            18               
  1606 rest3[12,6,5]
                                  33            33               
  1607 rest3[12,6,6]
                                  37            31               
  1608 rest3[12,6,7]
                                  69            13               
  1609 rest3[12,6,8]
                                  64            64               
  1610 rest3[12,6,9]
                                  26            26               
  1611 rest3[12,6,10]
                                  61            33               
  1612 rest3[12,6,11]
                                  27            27               
  1613 rest3[12,6,12]
                                  52            52               
  1614 rest3[12,6,13]
                                  77            77               
  1615 rest3[12,6,14]
                                  16            16               
  1616 rest3[12,6,15]
                                  64            28               
  1617 rest3[12,6,16]
                                  30            30               
  1618 rest3[12,6,17]
                                  51            51               
  1619 rest3[12,6,18]
                                  35             1               
  1620 rest3[12,6,19]
                                  39            39               
  1621 rest3[12,6,20]
                                  80            80               
  1622 rest3[12,7,1]
                                 161             7               
  1623 rest3[12,7,2]
                                 289            91               
  1624 rest3[12,7,3]
                                 298            16               
  1625 rest3[12,7,4]
                                 256            18               
  1626 rest3[12,7,5]
                                 271            33               
  1627 rest3[12,7,6]
                                 306            31               
  1628 rest3[12,7,7]
                                 349            13               
  1629 rest3[12,7,8]
                                 292            64               
  1630 rest3[12,7,9]
                                 281            26               
  1631 rest3[12,7,10]
                                 326            33               
  1632 rest3[12,7,11]
                                 319            27               
  1633 rest3[12,7,12]
                                 324            52               
  1634 rest3[12,7,13]
                                 217            77               
  1635 rest3[12,7,14]
                                 254            16               
  1636 rest3[12,7,15]
                                 268            28               
  1637 rest3[12,7,16]
                                 162            30               
  1638 rest3[12,7,17]
                                 171            51               
  1639 rest3[12,7,18]
                                 208             1               
  1640 rest3[12,7,19]
                                 247            39               
  1641 rest3[12,7,20]
                                 179            80               
  1642 rest3[12,8,1]
                                  84             7               
  1643 rest3[12,8,2]
                                 190            91               
  1644 rest3[12,8,3]
                                 154            16               
  1645 rest3[12,8,4]
                                 198            18               
  1646 rest3[12,8,5]
                                 205            33               
  1647 rest3[12,8,6]
                                 235            31               
  1648 rest3[12,8,7]
                                 270            13               
  1649 rest3[12,8,8]
                                 228            64               
  1650 rest3[12,8,9]
                                 196            26               
  1651 rest3[12,8,10]
                                 231            33               
  1652 rest3[12,8,11]
                                 220            27               
  1653 rest3[12,8,12]
                                 236            52               
  1654 rest3[12,8,13]
                                 165            77               
  1655 rest3[12,8,14]
                                 222            16               
  1656 rest3[12,8,15]
                                 217            28               
  1657 rest3[12,8,16]
                                 126            30               
  1658 rest3[12,8,17]
                                 128            51               
  1659 rest3[12,8,18]
                                 154             1               
  1660 rest3[12,8,19]
                                 204            39               
  1661 rest3[12,8,20]
                                 160            80               
  1662 rest3[12,9,1]
                               99964             7               
  1663 rest3[12,9,2]
                               99909            91               
  1664 rest3[12,9,3]
                               99947            16               
  1665 rest3[12,9,4]
                               99932            18               
  1666 rest3[12,9,5]
                               99945            33               
  1667 rest3[12,9,6]
                               99969            31               
  1668 rest3[12,9,7]
                               99987            13               
  1669 rest3[12,9,8]
                               99936            64               
  1670 rest3[12,9,9]
                               99945            26               
  1671 rest3[12,9,10]
                               99967            33               
  1672 rest3[12,9,11]
                               99973            27               
  1673 rest3[12,9,12]
                               99948            52               
  1674 rest3[12,9,13]
                               99923            77               
  1675 rest3[12,9,14]
                               99946            16               
  1676 rest3[12,9,15]
                               99972            28               
  1677 rest3[12,9,16]
                               99931            30               
  1678 rest3[12,9,17]
                               99949            51               
  1679 rest3[12,9,18]
                               99999             1               
  1680 rest3[12,9,19]
                               99961            39               
  1681 rest3[12,9,20]
                               99920            80               
  1682 rest3[12,10,1]
                               99921             7               
  1683 rest3[12,10,2]
                               99884            91               
  1684 rest3[12,10,3]
                               99871            16               
  1685 rest3[12,10,4]
                               99842            18               
  1686 rest3[12,10,5]
                               99856            33               
  1687 rest3[12,10,6]
                               99920            31               
  1688 rest3[12,10,7]
                               99936            13               
  1689 rest3[12,10,8]
                               99880            64               
  1690 rest3[12,10,9]
                               99854            26               
  1691 rest3[12,10,10]
                               99923            33               
  1692 rest3[12,10,11]
                               99873            27               
  1693 rest3[12,10,12]
                               99868            52               
  1694 rest3[12,10,13]
                               99827            77               
  1695 rest3[12,10,14]
                               99773            16               
  1696 rest3[12,10,15]
                               99948            28               
  1697 rest3[12,10,16]
                               99897            30               
  1698 rest3[12,10,17]
                               99910            51               
  1699 rest3[12,10,18]
                               99925             1               
  1700 rest3[12,10,19]
                               99935            39               
  1701 rest3[12,10,20]
                               99888            80               
  1702 rest3[12,11,1]
                               99881             7               
  1703 rest3[12,11,2]
                               99852            91               
  1704 rest3[12,11,3]
                               99703            16               
  1705 rest3[12,11,4]
                               99712            18               
  1706 rest3[12,11,5]
                               99762            33               
  1707 rest3[12,11,6]
                               99726            31               
  1708 rest3[12,11,7]
                               99741            13               
  1709 rest3[12,11,8]
                               99722            64               
  1710 rest3[12,11,9]
                               99637            26               
  1711 rest3[12,11,10]
                               99755            33               
  1712 rest3[12,11,11]
                               99654            27               
  1713 rest3[12,11,12]
                               99671            52               
  1714 rest3[12,11,13]
                               99697            77               
  1715 rest3[12,11,14]
                               99628            16               
  1716 rest3[12,11,15]
                               99747            28               
  1717 rest3[12,11,16]
                               99714            30               
  1718 rest3[12,11,17]
                               99726            51               
  1719 rest3[12,11,18]
                               99807             1               
  1720 rest3[12,11,19]
                               99785            39               
  1721 rest3[12,11,20]
                               99746            80               
  1722 rest3[13,1,1]
                                 399            33               
  1723 rest3[13,1,2]
                                 652            41               
  1724 rest3[13,1,3]
                                 499            69               
  1725 rest3[13,1,4]
                                 529            90               
  1726 rest3[13,1,5]
                                 494            86               
  1727 rest3[13,1,6]
                                 418            76               
  1728 rest3[13,1,7]
                                 493            90               
  1729 rest3[13,1,8]
                                 454            79               
  1730 rest3[13,1,9]
                                 403            68               
  1731 rest3[13,1,10]
                                 352            85               
  1732 rest3[13,1,11]
                                 426            34               
  1733 rest3[13,1,12]
                                 410            92               
  1734 rest3[13,1,13]
                                 408            44               
  1735 rest3[13,1,14]
                                 335            93               
  1736 rest3[13,1,15]
                                 467             1               
  1737 rest3[13,1,16]
                                 366            48               
  1738 rest3[13,1,17]
                                 358            33               
  1739 rest3[13,1,18]
                                 313            27               
  1740 rest3[13,1,19]
                                 252            62               
  1741 rest3[13,1,20]
                                 199            40               
  1742 rest3[13,2,1]
                               99423            33               
  1743 rest3[13,2,2]
                               99245            41               
  1744 rest3[13,2,3]
                               99100            69               
  1745 rest3[13,2,4]
                               99098            90               
  1746 rest3[13,2,5]
                               99026            86               
  1747 rest3[13,2,6]
                               98974            76               
  1748 rest3[13,2,7]
                               98946            90               
  1749 rest3[13,2,8]
                               98894            79               
  1750 rest3[13,2,9]
                               98880            68               
  1751 rest3[13,2,10]
                               98871            85               
  1752 rest3[13,2,11]
                               98806            34               
  1753 rest3[13,2,12]
                               98772            92               
  1754 rest3[13,2,13]
                               98604            44               
  1755 rest3[13,2,14]
                               98569            93               
  1756 rest3[13,2,15]
                               98638             1               
  1757 rest3[13,2,16]
                               98604            48               
  1758 rest3[13,2,17]
                               99229            33               
  1759 rest3[13,2,18]
                               99177            27               
  1760 rest3[13,2,19]
                               99273            62               
  1761 rest3[13,2,20]
                               99151            40               
  1762 rest3[13,3,1]
                                 305            33               
  1763 rest3[13,3,2]
                                 199            41               
  1764 rest3[13,3,3]
                                 403            69               
  1765 rest3[13,3,4]
                                 358            90               
  1766 rest3[13,3,5]
                                 280            86               
  1767 rest3[13,3,6]
                                 375            76               
  1768 rest3[13,3,7]
                                 357            90               
  1769 rest3[13,3,8]
                                 327            79               
  1770 rest3[13,3,9]
                                 375            68               
  1771 rest3[13,3,10]
                                 345            85               
  1772 rest3[13,3,11]
                                 335            34               
  1773 rest3[13,3,12]
                                 397            92               
  1774 rest3[13,3,13]
                                 333            44               
  1775 rest3[13,3,14]
                                 310            93               
  1776 rest3[13,3,15]
                                 353             1               
  1777 rest3[13,3,16]
                                 298            48               
  1778 rest3[13,3,17]
                                 252            33               
  1779 rest3[13,3,18]
                                 238            27               
  1780 rest3[13,3,19]
                                 228            62               
  1781 rest3[13,3,20]
                                 181            40               
  1782 rest3[13,4,1]
                                 209            33               
  1783 rest3[13,4,2]
                                 180            41               
  1784 rest3[13,4,3]
                                 304            69               
  1785 rest3[13,4,4]
                                 336            90               
  1786 rest3[13,4,5]
                                 257            86               
  1787 rest3[13,4,6]
                                 301            76               
  1788 rest3[13,4,7]
                                 284            90               
  1789 rest3[13,4,8]
                                 259            79               
  1790 rest3[13,4,9]
                                 283            68               
  1791 rest3[13,4,10]
                                 295            85               
  1792 rest3[13,4,11]
                                 296            34               
  1793 rest3[13,4,12]
                                 342            92               
  1794 rest3[13,4,13]
                                 278            44               
  1795 rest3[13,4,14]
                                 294            93               
  1796 rest3[13,4,15]
                                 296             1               
  1797 rest3[13,4,16]
                                 201            48               
  1798 rest3[13,4,17]
                                 183            33               
  1799 rest3[13,4,18]
                                 140            27               
  1800 rest3[13,4,19]
                                 163            62               
  1801 rest3[13,4,20]
                                 120            40               
  1802 rest3[13,5,1]
                                 129            33               
  1803 rest3[13,5,2]
                                 179            41               
  1804 rest3[13,5,3]
                                 280            69               
  1805 rest3[13,5,4]
                                 290            90               
  1806 rest3[13,5,5]
                                 242            86               
  1807 rest3[13,5,6]
                                 228            76               
  1808 rest3[13,5,7]
                                 211            90               
  1809 rest3[13,5,8]
                                 234            79               
  1810 rest3[13,5,9]
                                 196            68               
  1811 rest3[13,5,10]
                                 258            85               
  1812 rest3[13,5,11]
                                 290            34               
  1813 rest3[13,5,12]
                                 270            92               
  1814 rest3[13,5,13]
                                 195            44               
  1815 rest3[13,5,14]
                                 197            93               
  1816 rest3[13,5,15]
                                 242             1               
  1817 rest3[13,5,16]
                                 160            48               
  1818 rest3[13,5,17]
                                 177            33               
  1819 rest3[13,5,18]
                                 122            27               
  1820 rest3[13,5,19]
                                 153            62               
  1821 rest3[13,5,20]
                                 111            40               
  1822 rest3[13,6,1]
                               99967            33               
  1823 rest3[13,6,2]
                               99959            41               
  1824 rest3[13,6,3]
                               99931            69               
  1825 rest3[13,6,4]
                               99910            90               
  1826 rest3[13,6,5]
                               99914            86               
  1827 rest3[13,6,6]
                               99878            76               
  1828 rest3[13,6,7]
                               99899            90               
  1829 rest3[13,6,8]
                               99921            79               
  1830 rest3[13,6,9]
                               99932            68               
  1831 rest3[13,6,10]
                               99915            85               
  1832 rest3[13,6,11]
                               99890            34               
  1833 rest3[13,6,12]
                               99908            92               
  1834 rest3[13,6,13]
                               99956            44               
  1835 rest3[13,6,14]
                               99907            93               
  1836 rest3[13,6,15]
                               99982             1               
  1837 rest3[13,6,16]
                               99952            48               
  1838 rest3[13,6,17]
                               99967            33               
  1839 rest3[13,6,18]
                               99908            27               
  1840 rest3[13,6,19]
                               99938            62               
  1841 rest3[13,6,20]
                               99960            40               
  1842 rest3[13,7,1]
                                 121            33               
  1843 rest3[13,7,2]
                                 157            41               
  1844 rest3[13,7,3]
                                 213            69               
  1845 rest3[13,7,4]
                                 148            90               
  1846 rest3[13,7,5]
                                 152            86               
  1847 rest3[13,7,6]
                                 147            76               
  1848 rest3[13,7,7]
                                 179            90               
  1849 rest3[13,7,8]
                                 149            79               
  1850 rest3[13,7,9]
                                 187            68               
  1851 rest3[13,7,10]
                                 180            85               
  1852 rest3[13,7,11]
                                 182            34               
  1853 rest3[13,7,12]
                                 180            92               
  1854 rest3[13,7,13]
                                  96            44               
  1855 rest3[13,7,14]
                                 145            93               
  1856 rest3[13,7,15]
                                 186             1               
  1857 rest3[13,7,16]
                                  84            48               
  1858 rest3[13,7,17]
                                  87            33               
  1859 rest3[13,7,18]
                                  81            27               
  1860 rest3[13,7,19]
                                 146            62               
  1861 rest3[13,7,20]
                                  59            40               
  1862 rest3[13,8,1]
                                  44            33               
  1863 rest3[13,8,2]
                                  58            41               
  1864 rest3[13,8,3]
                                  69            69               
  1865 rest3[13,8,4]
                                  90            90               
  1866 rest3[13,8,5]
                                  86            86               
  1867 rest3[13,8,6]
                                  76            76               
  1868 rest3[13,8,7]
                                 100            90               
  1869 rest3[13,8,8]
                                  85            79               
  1870 rest3[13,8,9]
                                 102            68               
  1871 rest3[13,8,10]
                                  85            85               
  1872 rest3[13,8,11]
                                  83            34               
  1873 rest3[13,8,12]
                                  92            92               
  1874 rest3[13,8,13]
                                  44            44               
  1875 rest3[13,8,14]
                                 113            93               
  1876 rest3[13,8,15]
                                 135             1               
  1877 rest3[13,8,16]
                                  48            48               
  1878 rest3[13,8,17]
                                  44            33               
  1879 rest3[13,8,18]
                                  27            27               
  1880 rest3[13,8,19]
                                 103            62               
  1881 rest3[13,8,20]
                                  40            40               
  1882 rest3[13,9,1]
                               99924            33               
  1883 rest3[13,9,2]
                               99777            41               
  1884 rest3[13,9,3]
                               99862            69               
  1885 rest3[13,9,4]
                               99824            90               
  1886 rest3[13,9,5]
                               99826            86               
  1887 rest3[13,9,6]
                               99810            76               
  1888 rest3[13,9,7]
                               99817            90               
  1889 rest3[13,9,8]
                               99793            79               
  1890 rest3[13,9,9]
                               99851            68               
  1891 rest3[13,9,10]
                               99821            85               
  1892 rest3[13,9,11]
                               99836            34               
  1893 rest3[13,9,12]
                               99804            92               
  1894 rest3[13,9,13]
                               99802            44               
  1895 rest3[13,9,14]
                               99837            93               
  1896 rest3[13,9,15]
                               99890             1               
  1897 rest3[13,9,16]
                               99853            48               
  1898 rest3[13,9,17]
                               99865            33               
  1899 rest3[13,9,18]
                               99872            27               
  1900 rest3[13,9,19]
                               99860            62               
  1901 rest3[13,9,20]
                               99800            40               
  1902 rest3[13,10,1]
                               99881            33               
  1903 rest3[13,10,2]
                               99752            41               
  1904 rest3[13,10,3]
                               99786            69               
  1905 rest3[13,10,4]
                               99734            90               
  1906 rest3[13,10,5]
                               99737            86               
  1907 rest3[13,10,6]
                               99761            76               
  1908 rest3[13,10,7]
                               99766            90               
  1909 rest3[13,10,8]
                               99737            79               
  1910 rest3[13,10,9]
                               99760            68               
  1911 rest3[13,10,10]
                               99777            85               
  1912 rest3[13,10,11]
                               99736            34               
  1913 rest3[13,10,12]
                               99724            92               
  1914 rest3[13,10,13]
                               99706            44               
  1915 rest3[13,10,14]
                               99664            93               
  1916 rest3[13,10,15]
                               99866             1               
  1917 rest3[13,10,16]
                               99819            48               
  1918 rest3[13,10,17]
                               99826            33               
  1919 rest3[13,10,18]
                               99798            27               
  1920 rest3[13,10,19]
                               99834            62               
  1921 rest3[13,10,20]
                               99768            40               
  1922 rest3[13,11,1]
                               99841            33               
  1923 rest3[13,11,2]
                               99720            41               
  1924 rest3[13,11,3]
                               99618            69               
  1925 rest3[13,11,4]
                               99604            90               
  1926 rest3[13,11,5]
                               99643            86               
  1927 rest3[13,11,6]
                               99567            76               
  1928 rest3[13,11,7]
                               99571            90               
  1929 rest3[13,11,8]
                               99579            79               
  1930 rest3[13,11,9]
                               99543            68               
  1931 rest3[13,11,10]
                               99609            85               
  1932 rest3[13,11,11]
                               99517            34               
  1933 rest3[13,11,12]
                               99527            92               
  1934 rest3[13,11,13]
                               99576            44               
  1935 rest3[13,11,14]
                               99519            93               
  1936 rest3[13,11,15]
                               99665             1               
  1937 rest3[13,11,16]
                               99636            48               
  1938 rest3[13,11,17]
                               99642            33               
  1939 rest3[13,11,18]
                               99680            27               
  1940 rest3[13,11,19]
                               99684            62               
  1941 rest3[13,11,20]
                               99626            40               
  1942 rest3[13,12,1]
                               99960            33               
  1943 rest3[13,12,2]
                               99868            41               
  1944 rest3[13,12,3]
                               99915            69               
  1945 rest3[13,12,4]
                               99892            90               
  1946 rest3[13,12,5]
                               99881            86               
  1947 rest3[13,12,6]
                               99841            76               
  1948 rest3[13,12,7]
                               99830            90               
  1949 rest3[13,12,8]
                               99857            79               
  1950 rest3[13,12,9]
                               99906            68               
  1951 rest3[13,12,10]
                               99854            85               
  1952 rest3[13,12,11]
                               99863            34               
  1953 rest3[13,12,12]
                               99856            92               
  1954 rest3[13,12,13]
                               99879            44               
  1955 rest3[13,12,14]
                               99891            93               
  1956 rest3[13,12,15]
                               99918             1               
  1957 rest3[13,12,16]
                               99922            48               
  1958 rest3[13,12,17]
                               99916            33               
  1959 rest3[13,12,18]
                               99873            27               
  1960 rest3[13,12,19]
                               99899            62               
  1961 rest3[13,12,20]
                               99880            40               
  1962 rest3[14,1,1]
                                 538            20               
  1963 rest3[14,1,2]
                                 910            10               
  1964 rest3[14,1,3]
                                 805            76               
  1965 rest3[14,1,4]
                                 860            65               
  1966 rest3[14,1,5]
                                 815            14               
  1967 rest3[14,1,6]
                                 754            97               
  1968 rest3[14,1,7]
                                 823            96               
  1969 rest3[14,1,8]
                                 755            38               
  1970 rest3[14,1,9]
                                 709            44               
  1971 rest3[14,1,10]
                                 659            84               
  1972 rest3[14,1,11]
                                 807            27               
  1973 rest3[14,1,12]
                                 862            21               
  1974 rest3[14,1,13]
                                 767            65               
  1975 rest3[14,1,14]
                                 741            46               
  1976 rest3[14,1,15]
                                 708            38               
  1977 rest3[14,1,16]
                                 719            11               
  1978 rest3[14,1,17]
                                 624            92               
  1979 rest3[14,1,18]
                                 574            59               
  1980 rest3[14,1,19]
                                 487            69               
  1981 rest3[14,1,20]
                                 502            71               
  1982 rest3[14,2,1]
                               99562            20               
  1983 rest3[14,2,2]
                               99503            10               
  1984 rest3[14,2,3]
                               99406            76               
  1985 rest3[14,2,4]
                               99429            65               
  1986 rest3[14,2,5]
                               99347            14               
  1987 rest3[14,2,6]
                               99310            97               
  1988 rest3[14,2,7]
                               99276            96               
  1989 rest3[14,2,8]
                               99195            38               
  1990 rest3[14,2,9]
                               99186            44               
  1991 rest3[14,2,10]
                               99178            84               
  1992 rest3[14,2,11]
                               99187            27               
  1993 rest3[14,2,12]
                               99224            21               
  1994 rest3[14,2,13]
                               98963            65               
  1995 rest3[14,2,14]
                               98975            46               
  1996 rest3[14,2,15]
                               98879            38               
  1997 rest3[14,2,16]
                               98957            11               
  1998 rest3[14,2,17]
                               99495            92               
  1999 rest3[14,2,18]
                               99438            59               
  2000 rest3[14,2,19]
                               99508            69               
  2001 rest3[14,2,20]
                               99454            71               
  2002 rest3[14,3,1]
                                 444            20               
  2003 rest3[14,3,2]
                                 457            10               
  2004 rest3[14,3,3]
                                 709            76               
  2005 rest3[14,3,4]
                                 689            65               
  2006 rest3[14,3,5]
                                 601            14               
  2007 rest3[14,3,6]
                                 711            97               
  2008 rest3[14,3,7]
                                 687            96               
  2009 rest3[14,3,8]
                                 628            38               
  2010 rest3[14,3,9]
                                 681            44               
  2011 rest3[14,3,10]
                                 652            84               
  2012 rest3[14,3,11]
                                 716            27               
  2013 rest3[14,3,12]
                                 849            21               
  2014 rest3[14,3,13]
                                 692            65               
  2015 rest3[14,3,14]
                                 716            46               
  2016 rest3[14,3,15]
                                 594            38               
  2017 rest3[14,3,16]
                                 651            11               
  2018 rest3[14,3,17]
                                 518            92               
  2019 rest3[14,3,18]
                                 499            59               
